index,image,clean,valid_pixels,hazy_l1,hazy_mse,hazy_psnr,hazy_ssim,dehaze_l1,dehaze_mse,dehaze_psnr,dehaze_ssim,delta_l1,delta_mse,delta_psnr,delta_ssim
0,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000005.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000005.jpg,307200,0.22610297799110413,0.07139567285776138,11.463281091053988,0.6648320953051249,0.1411895602941513,0.032572027295827866,14.871552099340189,0.45667221148808795,-0.08491341769695282,-0.03882364556193352,3.408271008286201,-0.20815988381703693
1,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000007.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000007.jpg,272640,0.23138242959976196,0.07686450332403183,11.142741747573844,0.5941778818766276,0.18482641875743866,0.05171411857008934,12.863908731535671,0.2977364659309387,-0.0465560108423233,-0.02515038475394249,1.7211669839618278,-0.29644141594568885
2,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000009.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000009.jpg,307200,0.239149272441864,0.07070019096136093,11.505794131712292,0.6570052703221639,0.14048483967781067,0.03171374276280403,14.987525007886473,0.29677484432856244,-0.09866443276405334,-0.0389864481985569,3.481730876174181,-0.3602304259936015
3,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000016.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000016.jpg,273920,0.19940462708473206,0.058302249759435654,12.343146864201115,0.6434160470962524,0.18827839195728302,0.053249333053827286,12.73685827379487,0.14290492236614227,-0.011126235127449036,-0.005052916705608368,0.39371140959375417,-0.5005111247301102
4,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000019.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000019.jpg,307200,0.17796355485916138,0.04352068156003952,13.613043119439185,0.8628817001978556,0.12162844091653824,0.021914754062891006,16.592633988283502,0.7116353114446005,-0.05633511394262314,-0.021605927497148514,2.9795908688443173,-0.15124638875325513
5,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000020.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000020.jpg,307200,0.29098063707351685,0.10419906675815582,9.821361707063428,0.4980588455994924,0.17006464302539825,0.0452352873980999,13.445226460897974,0.31999853253364563,-0.12091599404811859,-0.05896377936005592,3.623864753834546,-0.17806031306584674
6,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000021.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000021.jpg,275200,0.2009577751159668,0.05508740246295929,12.58947705437524,0.6922297477722168,0.145392507314682,0.032261963933706284,14.913091986454393,0.3290923237800598,-0.05556526780128479,-0.022825438529253006,2.3236149320791526,-0.363137423992157
7,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000024.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000024.jpg,274560,0.16684755682945251,0.049564700573682785,13.048275131029287,0.7374339699745178,0.21461981534957886,0.06342162936925888,11.97762604677454,0.34285176793734234,0.04777225852012634,0.013856928795576096,-1.0706490842547467,-0.3945822020371755
8,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000030.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000030.jpg,307200,0.13111688196659088,0.031207367777824402,15.057428608692787,0.7937362790107727,0.1765856295824051,0.043936457484960556,13.571749623621406,0.37172361214955646,0.04546874761581421,0.012729089707136154,-1.485678985071381,-0.42201266686121625
9,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000039.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000039.jpg,307200,0.1485806256532669,0.03300183266401291,14.814619421291397,0.8586934010187784,0.1318020522594452,0.027111919596791267,15.668397321140855,0.5869837403297424,-0.016778573393821716,-0.0058899130672216415,0.8537778998494581,-0.271709660689036
