weights,data,split,imgsz,num_images,include_padding,valid_pixels_mean,valid_pixels_std,hazy_l1_mean,hazy_l1_std,hazy_mse_mean,hazy_mse_std,hazy_psnr_mean,hazy_psnr_std,hazy_ssim_mean,hazy_ssim_std,dehaze_l1_mean,dehaze_l1_std,dehaze_mse_mean,dehaze_mse_std,dehaze_psnr_mean,dehaze_psnr_std,dehaze_ssim_mean,dehaze_ssim_std,delta_l1_mean,delta_l1_std,delta_mse_mean,delta_mse_std,delta_psnr_mean,delta_psnr_std,delta_ssim_mean,delta_ssim_std
runs\detect\dehaze_v2_fuse0.2_100e\weights\best.pt,datasets\VOC_hazy\VOC_hazy.yaml,val,640,2510,False,296445.45019920316,27347.560362587526,0.1977846508682427,0.05474402808272513,0.05668469297076275,0.02596647812928011,12.96630457909165,2.2164360789512694,0.7232989306290786,0.11742159290398163,0.1610202257228325,0.035591595010790414,0.0410170573807058,0.015924842614658624,14.194494110088904,1.7247888223697325,0.4488111732935763,0.12925709173282712,-0.03676442514541021,0.061622338240561174,-0.015667635590056943,0.026484138629032296,1.2281895309972524,2.532534642132707,-0.2744877573355023,0.1156827242001006
