weights,data,split,imgsz,num_images,include_padding,valid_pixels_mean,valid_pixels_std,hazy_l1_mean,hazy_l1_std,hazy_mse_mean,hazy_mse_std,hazy_psnr_mean,hazy_psnr_std,hazy_ssim_mean,hazy_ssim_std,hazy_grad_l1_mean,hazy_grad_l1_std,dehaze_l1_mean,dehaze_l1_std,dehaze_mse_mean,dehaze_mse_std,dehaze_psnr_mean,dehaze_psnr_std,dehaze_ssim_mean,dehaze_ssim_std,dehaze_grad_l1_mean,dehaze_grad_l1_std,delta_l1_mean,delta_l1_std,delta_mse_mean,delta_mse_std,delta_psnr_mean,delta_psnr_std,delta_ssim_mean,delta_ssim_std
runs\detect\dehaze_v2_fuse0.1_100e\weights\best.pt,datasets\VOC_hazy\VOC_hazy.yaml,val,640,2,False,289920.0,17280.0,0.22874270379543304,0.0026397258043289185,0.0741300880908966,0.0027344152331352234,11.303011419313915,0.160269671740072,0.6295049885908762,0.03532710671424866,0.18265685190757117,0.06259609013795853,0.16255328059196472,0.017175942659378052,0.04191494174301624,0.008773686364293098,13.873602537640275,0.922707909237479,0.35813946028550464,0.06957171857357025,0.4025908559560776,0.09817460676034293,-0.06618942320346832,0.014536216855049133,-0.03221514634788036,0.006039271131157875,2.5705911183263597,0.762438237497407,-0.2713655283053716,0.034244611859321594
