                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,      train/dehaze_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,        val/dehaze_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 1.0147,                 1.2492,                 1.2955,                  0.008,                0.68091,                0.56796,                0.63029,                0.40829,                 1.1985,                 1.3217,                 1.4204,                      0,               0.005446,               0.005446,               0.005446
                     48,                 1.0169,                 1.2317,                 1.2886,                0.00804,                0.66316,                 0.5671,                0.61475,                0.40275,                 1.2094,                 1.3386,                 1.4314,                      0,               0.005347,               0.005347,               0.005347
                     49,                 1.0038,                 1.2389,                 1.2892,                 0.0081,                0.63404,                0.57914,                 0.6118,                0.40297,                  1.211,                 1.3493,                 1.4421,                      0,               0.005248,               0.005248,               0.005248
                     50,                 1.0049,                 1.2257,                 1.2889,                0.00793,                0.65531,                0.57793,                0.61893,                0.40603,                 1.1938,                 1.3271,                 1.4207,                      0,               0.005149,               0.005149,               0.005149
                     51,                 0.9912,                  1.209,                  1.278,                0.00796,                0.64678,                0.58227,                0.61852,                0.40618,                 1.2091,                 1.3328,                 1.4304,                      0,                0.00505,                0.00505,                0.00505
                     52,                0.98033,                  1.194,                 1.2676,                0.00795,                0.67221,                0.56857,                0.61414,                0.40194,                 1.2083,                 1.3267,                 1.4409,                      0,               0.004951,               0.004951,               0.004951
                     53,                0.98238,                 1.1915,                 1.2734,                0.00789,                0.67299,                0.57755,                0.62272,                0.41148,                 1.1965,                 1.3039,                 1.4281,                      0,               0.004852,               0.004852,               0.004852
                     54,                0.97684,                 1.1541,                 1.2663,                0.00786,                0.67149,                0.59305,                0.63714,                0.41983,                 1.1989,                 1.2886,                 1.4319,                      0,               0.004753,               0.004753,               0.004753
                     55,                0.98323,                 1.1604,                 1.2624,                0.00785,                0.68416,                0.57028,                0.62672,                0.41121,                 1.1961,                 1.3104,                 1.4268,                      0,               0.004654,               0.004654,               0.004654
                     56,                0.96298,                  1.152,                 1.2601,                0.00786,                0.67033,                0.59222,                0.64174,                0.42115,                 1.1888,                 1.2971,                 1.4248,                      0,               0.004555,               0.004555,               0.004555
                     57,                0.96175,                 1.1241,                 1.2514,                0.00777,                0.67612,                0.59241,                0.63828,                0.42267,                 1.1797,                   1.27,                 1.4088,                      0,               0.004456,               0.004456,               0.004456
                     58,                0.95196,                 1.1193,                 1.2483,                0.00773,                0.66739,                0.59968,                0.63859,                0.42118,                 1.1931,                 1.2827,                  1.418,                      0,               0.004357,               0.004357,               0.004357
                     59,                0.95425,                 1.1164,                 1.2437,                0.00776,                0.66215,                0.59629,                0.63681,                0.42099,                 1.1855,                 1.2692,                 1.4148,                      0,               0.004258,               0.004258,               0.004258
                     60,                0.94216,                 1.0988,                 1.2449,                0.00777,                0.67208,                0.59907,                0.63685,                0.42217,                 1.1883,                 1.2771,                 1.4171,                      0,               0.004159,               0.004159,               0.004159
