weights,data,split,imgsz,num_images,include_padding,valid_pixels_mean,valid_pixels_std,hazy_l1_mean,hazy_l1_std,hazy_mse_mean,hazy_mse_std,hazy_psnr_mean,hazy_psnr_std,hazy_ssim_mean,hazy_ssim_std,dehaze_l1_mean,dehaze_l1_std,dehaze_mse_mean,dehaze_mse_std,dehaze_psnr_mean,dehaze_psnr_std,dehaze_ssim_mean,dehaze_ssim_std,delta_l1_mean,delta_l1_std,delta_mse_mean,delta_mse_std,delta_psnr_mean,delta_psnr_std,delta_ssim_mean,delta_ssim_std
runs\detect\dehaze_v2_nofuse_100e\weights\best.pt,datasets\VOC_hazy\VOC_hazy.yaml,val,640,2510,False,296445.45019920316,27347.560362587526,0.1977846508682427,0.05474402808272513,0.05668469297076275,0.02596647812928011,12.96630457909165,2.2164360789512694,0.7232989306290786,0.11742159290398163,0.1641917644922002,0.034759420132106755,0.042952996799054434,0.016002189216702056,13.967334189207625,1.6444628251709652,0.455695883297469,0.13008143938803124,-0.033592886376042526,0.06465711603522298,-0.013731696171708316,0.028165686940069174,1.0010296101159721,2.614530704898019,-0.26760304733160956,0.11978432236444014
