weights,data,split,imgsz,num_images,include_padding,valid_pixels_mean,valid_pixels_std,hazy_l1_mean,hazy_l1_std,hazy_mse_mean,hazy_mse_std,hazy_psnr_mean,hazy_psnr_std,hazy_ssim_mean,hazy_ssim_std,dehaze_l1_mean,dehaze_l1_std,dehaze_mse_mean,dehaze_mse_std,dehaze_psnr_mean,dehaze_psnr_std,dehaze_ssim_mean,dehaze_ssim_std,delta_l1_mean,delta_l1_std,delta_mse_mean,delta_mse_std,delta_psnr_mean,delta_psnr_std,delta_ssim_mean,delta_ssim_std
runs\detect\dehaze_v2_fuse0.1_100e\weights\best.pt,datasets\VOC_hazy\VOC_hazy.yaml,val,640,2510,False,296445.45019920316,27347.560362587526,0.1977846508682427,0.05474402808272513,0.05668469297076275,0.02596647812928011,12.96630457909165,2.2164360789512694,0.7232989306290786,0.11742159290398163,0.15831952036258234,0.03085097502151173,0.04000332331437009,0.014045998533467571,14.236064897121407,1.5152002823767927,0.43097487154699976,0.12053251494050755,-0.039465130505660376,0.05804953473073825,-0.01668136965639266,0.025600087055154562,1.2697603180297545,2.4096998673454197,-0.2923240590820789,0.1126482230731013
