index,image,clean,valid_pixels,hazy_l1,hazy_mse,hazy_psnr,hazy_ssim,dehaze_l1,dehaze_mse,dehaze_psnr,dehaze_ssim,delta_l1,delta_mse,delta_psnr,delta_ssim
0,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000005.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000005.jpg,307200,0.22610297799110413,0.07139567285776138,11.463281091053988,0.6648320953051249,0.14537306129932404,0.033139683306217194,14.796516461586709,0.42771859963734943,-0.08072991669178009,-0.03825598955154419,3.333235370532721,-0.23711349566777545
1,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000007.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000007.jpg,272640,0.23138242959976196,0.07686450332403183,11.142741747573844,0.5941778818766276,0.17973361909389496,0.05069129168987274,12.950666421631285,0.28856347997983295,-0.051648810505867004,-0.026173211634159088,1.8079246740574408,-0.3056144018967946
2,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000009.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000009.jpg,307200,0.239149272441864,0.07070019096136093,11.505794131712292,0.6570052703221639,0.13360676169395447,0.02951972372829914,15.298877113421073,0.29215872287750244,-0.10554251074790955,-0.04118046723306179,3.79308298170878,-0.3648465474446615
3,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000016.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000016.jpg,273920,0.19940462708473206,0.058302249759435654,12.343146864201115,0.6434160470962524,0.19803641736507416,0.05750188231468201,12.40317938519075,0.1453547328710556,-0.001368209719657898,-0.0008003674447536469,0.060032520989635074,-0.49806131422519684
4,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000019.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000019.jpg,307200,0.17796355485916138,0.04352068156003952,13.613043119439185,0.8628817001978556,0.1238912045955658,0.023169536143541336,16.35082660742476,0.6753791173299154,-0.05407235026359558,-0.020351145416498184,2.737783487985576,-0.1875025828679402
5,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000020.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000020.jpg,307200,0.29098063707351685,0.10419906675815582,9.821361707063428,0.4980588455994924,0.18826451897621155,0.052623599767684937,12.788194469046498,0.2950065831343333,-0.1027161180973053,-0.051575466990470886,2.9668327619830706,-0.20305226246515906
6,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000021.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000021.jpg,275200,0.2009577751159668,0.05508740246295929,12.58947705437524,0.6922297477722168,0.15526749193668365,0.03656713292002678,14.369090895887842,0.31579069296518963,-0.04569028317928314,-0.01852026954293251,1.7796138415126013,-0.37643905480702716
7,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000024.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000024.jpg,274560,0.16684755682945251,0.049564700573682785,13.048275131029287,0.7374339699745178,0.18793191015720367,0.053046293556690216,12.753449556667228,0.3409310082594554,0.02108435332775116,0.003481592983007431,-0.2948255743620596,-0.39650296171506244
8,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000030.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000030.jpg,307200,0.13111688196659088,0.031207367777824402,15.057428608692787,0.7937362790107727,0.17501211166381836,0.04709021747112274,13.27069303902351,0.35410261154174805,0.04389522969722748,0.01588284969329834,-1.7867355696692773,-0.43963366746902466
9,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\images\val\000039.jpg,C:\Python\project\ultralytics-yolov8-official\datasets\VOC_hazy\clean\val\000039.jpg,307200,0.1485806256532669,0.03300183266401291,14.814619421291397,0.8586934010187784,0.129680335521698,0.025677310302853584,15.904504705489334,0.5932467381159464,-0.01890029013156891,-0.007324522361159325,1.089885284197937,-0.26544666290283203
