weights,data,split,imgsz,num_images,include_padding,valid_pixels_mean,valid_pixels_std,hazy_l1_mean,hazy_l1_std,hazy_mse_mean,hazy_mse_std,hazy_psnr_mean,hazy_psnr_std,hazy_ssim_mean,hazy_ssim_std,dehaze_l1_mean,dehaze_l1_std,dehaze_mse_mean,dehaze_mse_std,dehaze_psnr_mean,dehaze_psnr_std,dehaze_ssim_mean,dehaze_ssim_std,delta_l1_mean,delta_l1_std,delta_mse_mean,delta_mse_std,delta_psnr_mean,delta_psnr_std,delta_ssim_mean,delta_ssim_std
runs\detect\dehaze_v2_nofuse_100e\weights\best.pt,datasets\VOC_hazy\VOC_hazy.yaml,val,640,2,False,289920.0,17280.0,0.22874270379543304,0.0026397258043289185,0.0741300880908966,0.0027344152331352234,11.303011419313915,0.160269671740072,0.6295049885908762,0.03532710671424866,0.16625016927719116,0.018070563673973083,0.043391602113842964,0.008629178628325462,13.713565440595332,0.8753340997919254,0.38145581881205237,0.07733658949534097,-0.06249253451824188,0.015430837869644165,-0.030738485977053642,0.005894763395190239,2.410554021281415,0.7150644280518534,-0.24804916977882382,0.04200948278109232
